"age","city","occupation","gender","income"
27,"Győr","Nurse","Male",184375.818896117
55,"Győr","Accountant","Male",510252.306673442
58,"Szombathely","Nurse","Male",501296.081997185
44,"Debrecen","Accountant","Male",373291.403876205
42,"Pécs","Teacher","Male",412074.040063507
41,"Budapest","Teacher","Female",509038.404376071
43,"Budapest","Software Developer","Female",649298.399125815
45,"Pécs","Chef","Female",426543.465225629
42,"Budapest","Sales Representative","Male",408602.439980665
48,"Budapest","Teacher","Male",529499.647207182
36,"Szombathely","Accountant","Female",348219.082105591
54,"Szombathely","Driver","Female",470286.446855532
40,"Szeged","Software Developer","Male",556535.434515902
19,"Eger","Teacher","Male",88013.3202939073
39,"Debrecen","Software Developer","Male",493236.438857492
45,"Budapest","Nurse","Female",530732.18157172
55,"Pécs","Teacher","Female",435991.40408802
41,"Budapest","Accountant","Male",511523.722184974
17,"Eger","Doctor","Female",0
40,"Pécs","Teacher","Female",381099.197919125
26,"Debrecen","Engineer","Male",306026.955383736
28,"Debrecen","Sales Representative","Female",144052.959735613
28,"Miskolc","Sales Representative","Male",140552.8124345
30,"Pécs","Teacher","Male",196252.781923965
54,"Pécs","Manager","Male",537048.153313211
30,"Győr","Teacher","Male",249081.840103063
35,"Eger","Driver","Female",289455.375711871
42,"Debrecen","Engineer","Male",459984.276976796
51,"Szombathely","Chef","Male",427556.648781284
32,"Budapest","Accountant","Male",327839.064861308
30,"Győr","Sales Representative","Male",245970.751011411
34,"Szombathely","Accountant","Male",400577.731150421
26,"Szeged","Doctor","Male",360677.815655929
51,"Budapest","Nurse","Male",607590.031238024
14,"Budapest","Nurse","Male",0
34,"Pécs","Nurse","Male",238263.48611185
23,"Budapest","Engineer","Female",292415.206364161
17,"Győr","Sales Representative","Female",0
40,"Eger","Accountant","Female",343259.29958173
58,"Budapest","Accountant","Female",647608.738819907
60,"Győr","Engineer","Male",574483.250801479
33,"Budapest","Teacher","Male",446519.848166983
32,"Budapest","Nurse","Male",355487.011393323
34,"Budapest","Accountant","Female",454096.279075105
49,"Miskolc","Accountant","Female",416542.723920914
9,"Eger","Teacher","Female",0
43,"Budapest","Manager","Female",615047.309441169
35,"Budapest","Accountant","Female",371327.109484668
31,"Szombathely","Accountant","Female",300045.777016036
16,"Debrecen","Accountant","Female",0
38,"Szeged","Accountant","Female",368490.805909
20,"Budapest","Chef","Female",131736.182096153
40,"Budapest","Software Developer","Female",495611.353992782
29,"Budapest","Sales Representative","Male",248734.977239505
41,"Budapest","Doctor","Male",595383.63907298
46,"Szombathely","Nurse","Male",449548.768480566
34,"Miskolc","Manager","Male",338016.9717771
28,"Pécs","Nurse","Male",318161.15707766
33,"Szeged","Software Developer","Male",460192.703037808
32,"Szeged","Teacher","Female",311158.113791716
22,"Debrecen","Sales Representative","Male",248543.075715382
31,"Budapest","Teacher","Male",375574.36949748
38,"Debrecen","Software Developer","Female",458955.510155476
37,"Szombathely","Nurse","Male",275169.570310877
44,"Budapest","Chef","Female",445686.814300602
56,"Győr","Engineer","Female",541460.691315431
44,"Debrecen","Engineer","Female",431971.655426733
58,"Győr","Accountant","Male",529644.786977231
32,"Budapest","Driver","Female",345048.294288209
56,"Győr","Sales Representative","Female",521128.446554049
47,"Debrecen","Teacher","Male",542388.496857241
26,"Szeged","Manager","Male",255300.041592559
45,"Győr","Nurse","Female",426092.684403911
25,"Győr","Engineer","Female",272529.710860377
51,"Pécs","Sales Representative","Male",440894.109983392
34,"Szeged","Teacher","Female",263916.517404023
37,"Eger","Accountant","Female",364337.306358335
32,"Pécs","Software Developer","Female",350404.910683485
30,"Budapest","Nurse","Male",421170.670725165
60,"Győr","Nurse","Female",437959.975637978
52,"Győr","Teacher","Male",456506.056832571
48,"Győr","Accountant","Male",373480.230983883
41,"Debrecen","Nurse","Male",435372.854752659
49,"Győr","Engineer","Female",388918.982007671
48,"Debrecen","Sales Representative","Female",366149.773425331
59,"Debrecen","Teacher","Female",556390.919259395
50,"Debrecen","Software Developer","Female",604896.330269958
38,"Győr","Sales Representative","Female",320842.211063472
37,"Budapest","Software Developer","Male",539125.769259861
34,"Pécs","Nurse","Female",252311.395595545
36,"Debrecen","Teacher","Male",422842.781831427
37,"Miskolc","Chef","Female",219423.35716816
55,"Budapest","Sales Representative","Female",416703.92515348
12,"Budapest","Nurse","Male",0
32,"Szeged","Manager","Female",269773.404833488
38,"Budapest","Teacher","Male",433429.26216793
25,"Miskolc","Doctor","Male",234047.052735201
59,"Budapest","Software Developer","Male",732523.297980976
37,"Szeged","Teacher","Male",375674.279968619
27,"Pécs","Teacher","Female",186869.536982893
29,"Szombathely","Sales Representative","Male",240578.987353536
50,"Miskolc","Sales Representative","Female",308196.901003615
62,"Eger","Nurse","Male",482443.105131506
39,"Budapest","Sales Representative","Male",384814.766586893
41,"Eger","Engineer","Male",375527.277877856
29,"Pécs","Manager","Female",315041.014175626
56,"Győr","Chef","Male",523802.187089517
49,"Miskolc","Doctor","Female",457831.520403685
12,"Győr","Sales Representative","Male",0
32,"Szeged","Teacher","Female",225245.230183312
37,"Szeged","Sales Representative","Female",259626.462316761
27,"Debrecen","Driver","Male",267487.331079233
37,"Szeged","Doctor","Male",497413.276751158
26,"Budapest","Teacher","Male",337788.819026809
44,"Miskolc","Accountant","Male",531041.832854402
44,"Eger","Software Developer","Male",571979.369596982
50,"Debrecen","Sales Representative","Female",457091.079598295
45,"Budapest","Sales Representative","Female",391916.187897749
59,"Budapest","Sales Representative","Male",522254.771619747
35,"Debrecen","Nurse","Male",355539.165484474
14,"Budapest","Teacher","Female",0
40,"Budapest","Chef","Male",426306.610411358
48,"Debrecen","Nurse","Male",595492.582197671
35,"Győr","Sales Representative","Female",222909.683723826
57,"Miskolc","Nurse","Male",503664.198657995
53,"Miskolc","Sales Representative","Female",362049.456339415
46,"Győr","Driver","Male",384602.18399841
41,"Debrecen","Chef","Female",366806.028407628
33,"Budapest","Nurse","Male",406579.458305502
38,"Debrecen","Nurse","Female",387833.324510587
46,"Budapest","Sales Representative","Male",494459.123740348
52,"Budapest","Driver","Female",520860.056335751
36,"Budapest","Engineer","Male",423456.241558034
31,"Szombathely","Engineer","Female",298934.5295253
70,"Debrecen","Sales Representative","Male",593411.346441254
46,"Budapest","Chef","Female",496933.206708375
29,"Szombathely","Nurse","Male",180903.945503146
51,"Debrecen","Nurse","Female",484091.75427459
41,"Pécs","Teacher","Female",357928.534154272
50,"Győr","Accountant","Female",455801.659728187
41,"Győr","Sales Representative","Female",184700.908198727
39,"Budapest","Sales Representative","Female",460102.545587297
41,"Eger","Sales Representative","Male",443725.469048641
45,"Budapest","Sales Representative","Male",504467.381960296
33,"Eger","Manager","Female",383770.445675635
32,"Budapest","Teacher","Female",416597.334604378
38,"Debrecen","Software Developer","Male",467715.581608019
42,"Debrecen","Manager","Male",514741.839693232
36,"Budapest","Teacher","Female",292698.235096687
44,"Budapest","Accountant","Male",554248.381886724
27,"Budapest","Engineer","Male",380762.785915717
23,"Győr","Doctor","Male",307394.553637519
63,"Szeged","Teacher","Female",547521.66847623
45,"Debrecen","Chef","Male",457560.983780276
35,"Pécs","Sales Representative","Female",336810.312587249
37,"Szeged","Software Developer","Male",541343.966908923
49,"Budapest","Driver","Male",482111.877599592
37,"Eger","Engineer","Male",386151.423151325
42,"Pécs","Accountant","Male",417504.79298314
37,"Budapest","Sales Representative","Male",361909.560853116
34,"Pécs","Engineer","Female",291797.470857667
47,"Debrecen","Manager","Male",647845.034500921
42,"Szeged","Teacher","Male",451986.257618914
56,"Debrecen","Chef","Male",474090.131927633
26,"Budapest","Nurse","Female",310051.807641397
38,"Győr","Accountant","Male",345474.966245498
37,"Miskolc","Sales Representative","Male",312649.264963518
27,"Budapest","Accountant","Male",328717.902884136
52,"Pécs","Driver","Female",412726.795838147
39,"Budapest","Manager","Male",479507.808300763
23,"Budapest","Accountant","Female",298338.90410803
33,"Budapest","Accountant","Female",357010.477443696
27,"Győr","Accountant","Male",161543.285725094
52,"Miskolc","Sales Representative","Male",463639.674262649
71,"Eger","Teacher","Female",24757.5521358711
32,"Debrecen","Sales Representative","Female",185492.791565987
39,"Miskolc","Sales Representative","Male",411925.057269026
43,"Miskolc","Doctor","Male",417266.88192021
73,"Pécs","Doctor","Female",100765.831325155
12,"Budapest","Driver","Male",0
34,"Debrecen","Accountant","Male",398410.027083134
26,"Debrecen","Accountant","Male",167797.811863164
37,"Pécs","Software Developer","Female",401261.018296971
37,"Debrecen","Manager","Male",419710.78226978
31,"Budapest","Accountant","Male",361817.723526651
62,"Debrecen","Sales Representative","Female",533218.5052792
43,"Budapest","Teacher","Male",513356.049893502
69,"Budapest","Accountant","Female",692990.994654262
50,"Pécs","Engineer","Male",460709.174509217
25,"Eger","Accountant","Male",197906.913929106
31,"Szombathely","Sales Representative","Female",198309.710763447
43,"Szombathely","Engineer","Male",389930.586799551
33,"Győr","Chef","Male",228111.940691266
44,"Debrecen","Teacher","Female",437942.938530669
49,"Szeged","Accountant","Female",427190.049058992
45,"Szeged","Accountant","Female",413380.659050441
38,"Szeged","Teacher","Female",338286.399257544
32,"Budapest","Nurse","Male",386711.219240512
25,"Budapest","Teacher","Female",263296.362013126
44,"Miskolc","Sales Representative","Male",380069.937576754
51,"Pécs","Sales Representative","Male",377476.157183274
39,"Budapest","Sales Representative","Female",461325.453099647
49,"Budapest","Software Developer","Male",538630.165196066
67,"Miskolc","Manager","Female",556023.431362124
63,"Budapest","Teacher","Female",647108.262930717
34,"Budapest","Sales Representative","Male",308660.752643834
47,"Budapest","Nurse","Female",460895.839922276
32,"Budapest","Doctor","Female",486363.901355083
48,"Pécs","Accountant","Male",468465.681883983
39,"Eger","Sales Representative","Female",286608.031505738
43,"Győr","Sales Representative","Female",389377.697349406
30,"Debrecen","Accountant","Male",341865.309084516
54,"Pécs","Doctor","Female",638464.18531519
39,"Debrecen","Sales Representative","Female",277070.061445221
35,"Debrecen","Manager","Male",444852.954027519
39,"Debrecen","Nurse","Male",392518.066591841
41,"Pécs","Teacher","Female",390130.536095285
60,"Budapest","Engineer","Female",643254.333559213
27,"Pécs","Accountant","Male",271464.292443937
70,"Pécs","Software Developer","Female",683806.39504206
31,"Miskolc","Engineer","Female",348105.633280609
42,"Debrecen","Sales Representative","Male",339800.321168782
15,"Budapest","Sales Representative","Female",0
32,"Győr","Sales Representative","Female",117224.612799079
49,"Szombathely","Accountant","Female",497863.50120739
46,"Eger","Accountant","Male",383295.106742217
45,"Budapest","Software Developer","Male",609594.150823461
34,"Szombathely","Sales Representative","Female",157486.806809272
18,"Győr","Nurse","Male",100150.619027458
27,"Budapest","Accountant","Male",410288.560003026
37,"Szombathely","Sales Representative","Male",256766.2659899
47,"Debrecen","Manager","Female",542771.733104223
50,"Budapest","Driver","Male",506624.225940273
36,"Győr","Software Developer","Male",463038.227397078
38,"Győr","Nurse","Female",305632.033095114
38,"Budapest","Doctor","Male",540806.937351649
41,"Miskolc","Teacher","Female",271847.9540393
58,"Budapest","Engineer","Female",734508.059540147
31,"Szeged","Sales Representative","Female",294098.001206862
38,"Miskolc","Nurse","Male",375555.447971028
41,"Győr","Manager","Female",478168.513935854
24,"Szombathely","Chef","Female",137299.922343772
29,"Miskolc","Nurse","Female",110274.929275022
42,"Debrecen","Engineer","Female",451268.18917879
45,"Budapest","Nurse","Male",474101.147398146
54,"Szeged","Software Developer","Female",573365.305579675
34,"Debrecen","Manager","Male",461794.017064333
57,"Budapest","Manager","Female",672504.450104007
30,"Szeged","Doctor","Female",350684.646181196
21,"Pécs","Accountant","Female",116864.991665154
17,"Debrecen","Driver","Male",0
53,"Budapest","Teacher","Female",532545.523585456
44,"Budapest","Engineer","Female",592929.65734803
38,"Miskolc","Sales Representative","Female",289624.991143705
36,"Miskolc","Sales Representative","Female",315763.077918316
59,"Budapest","Nurse","Male",691414.294217444
54,"Budapest","Teacher","Male",556318.672047272
28,"Budapest","Software Developer","Male",413708.941031922
23,"Pécs","Manager","Male",251494.762553308
53,"Eger","Teacher","Male",524292.309465485
47,"Győr","Engineer","Male",367682.758233469
34,"Eger","Engineer","Female",253697.372746339
45,"Szombathely","Sales Representative","Male",408991.375264381
16,"Budapest","Nurse","Female",0
32,"Pécs","Manager","Female",319213.425825392
45,"Győr","Engineer","Male",506615.986318825
39,"Eger","Sales Representative","Female",354755.848495446
25,"Budapest","Teacher","Female",253828.532327104
52,"Budapest","Sales Representative","Male",593011.80567024
54,"Budapest","Accountant","Male",667725.969153822
29,"Budapest","Teacher","Male",341210.756866963
38,"Pécs","Teacher","Female",345042.409503715
49,"Miskolc","Nurse","Male",442245.02521774
50,"Debrecen","Nurse","Male",481959.661885879
34,"Szeged","Manager","Female",473142.540352036
29,"Szombathely","Engineer","Female",219304.740657146
44,"Budapest","Manager","Male",540927.710146974
17,"Pécs","Accountant","Male",0
29,"Szeged","Manager","Female",302982.148951693
49,"Budapest","Sales Representative","Male",470899.305740197
20,"Budapest","Engineer","Female",171477.493950819
26,"Budapest","Teacher","Male",273304.857338155
37,"Eger","Software Developer","Male",441491.397598672
36,"Budapest","Sales Representative","Female",399001.050163732
19,"Győr","Sales Representative","Female",22208.3707614037
46,"Győr","Teacher","Female",370797.80965886
28,"Miskolc","Chef","Female",153385.099667918
38,"Budapest","Engineer","Male",416704.31731059
38,"Budapest","Chef","Female",480888.865285502
48,"Budapest","Engineer","Female",574329.366221637
39,"Szeged","Teacher","Female",360604.741188625
38,"Debrecen","Driver","Male",390282.529612166
60,"Budapest","Sales Representative","Male",604519.248533469
44,"Budapest","Accountant","Female",486657.325011659
47,"Miskolc","Software Developer","Male",503250.076103027
46,"Budapest","Teacher","Male",543029.169256728
47,"Budapest","Nurse","Male",549953.911246194
56,"Szombathely","Nurse","Male",417011.602126465
39,"Budapest","Engineer","Female",418378.223146087
43,"Budapest","Teacher","Male",480723.509676441
64,"Budapest","Teacher","Male",677444.70461112
34,"Budapest","Software Developer","Male",391561.221080272
55,"Eger","Accountant","Male",466226.714654645
33,"Szombathely","Engineer","Male",332859.78698488
61,"Pécs","Teacher","Female",493965.575329472
32,"Szombathely","Nurse","Male",296691.568098221
30,"Miskolc","Sales Representative","Male",175162.935759159
52,"Szombathely","Manager","Female",507991.004021738
52,"Budapest","Engineer","Female",598001.646048809
47,"Budapest","Driver","Female",523349.563120934
43,"Miskolc","Software Developer","Male",552334.363083075
43,"Szombathely","Teacher","Male",379202.068793743
65,"Budapest","Manager","Female",669509.300041551
23,"Debrecen","Doctor","Female",196505.961664869
28,"Pécs","Manager","Male",246613.521690869
25,"Miskolc","Engineer","Female",185018.448914022
52,"Debrecen","Manager","Male",580039.255536257
37,"Budapest","Driver","Male",304379.463878105
38,"Debrecen","Teacher","Female",436887.075853184
61,"Győr","Driver","Female",482591.14275559
33,"Eger","Driver","Male",226335.713072956
64,"Budapest","Manager","Male",708802.051487578
23,"Eger","Sales Representative","Male",77367.0899856101
56,"Budapest","Chef","Male",600787.111512051
44,"Budapest","Teacher","Female",405048.859882445
35,"Budapest","Accountant","Male",480962.303505255
38,"Miskolc","Software Developer","Female",441965.555216231
56,"Szombathely","Sales Representative","Male",524363.290361886
60,"Eger","Software Developer","Female",625104.252768793
20,"Budapest","Accountant","Male",255181.739199353
81,"Miskolc","Software Developer","Female",112943.78071561
71,"Miskolc","Sales Representative","Female",14415.7572167062
34,"Miskolc","Teacher","Female",286422.44848878
39,"Pécs","Engineer","Male",459596.215478314
32,"Szeged","Sales Representative","Female",267369.421115237
39,"Szombathely","Accountant","Male",400251.341370139
49,"Szeged","Sales Representative","Female",460184.86678876
41,"Eger","Nurse","Female",383052.76073525
42,"Budapest","Sales Representative","Female",388375.219822015
58,"Budapest","Sales Representative","Female",578197.19973441
14,"Budapest","Sales Representative","Male",0
34,"Pécs","Nurse","Female",300173.632555205
42,"Budapest","Software Developer","Male",620336.702425614
31,"Budapest","Software Developer","Female",472486.823115571
53,"Debrecen","Chef","Female",373638.167899036
35,"Debrecen","Accountant","Male",423478.056561353
35,"Debrecen","Sales Representative","Male",366283.253176416
54,"Pécs","Nurse","Male",528884.524254645
50,"Budapest","Teacher","Female",506651.541297302
38,"Budapest","Teacher","Male",495131.167816622
36,"Debrecen","Accountant","Male",360907.868748131
23,"Szeged","Accountant","Female",211342.793020466
32,"Debrecen","Engineer","Female",278486.879890956
71,"Eger","Teacher","Male",43307.6069740466
40,"Budapest","Software Developer","Female",531232.01121486
51,"Szeged","Sales Representative","Female",483895.691083266
38,"Budapest","Software Developer","Female",458041.068020583
47,"Budapest","Nurse","Female",506282.418698142
39,"Debrecen","Nurse","Male",378489.22489832
56,"Miskolc","Sales Representative","Female",401989.811860943
34,"Budapest","Accountant","Female",398296.50748923
19,"Budapest","Sales Representative","Male",187561.787913464
51,"Pécs","Sales Representative","Male",400014.99638657
37,"Debrecen","Engineer","Male",477301.349998901
58,"Debrecen","Accountant","Male",622363.61829219
41,"Győr","Software Developer","Female",468185.982188669
57,"Miskolc","Accountant","Male",566340.34965689
44,"Budapest","Manager","Male",587591.018225997
36,"Pécs","Nurse","Male",280251.946752876
49,"Szombathely","Sales Representative","Female",422930.962488904
34,"Szeged","Accountant","Female",421002.913793213
60,"Pécs","Chef","Female",478429.724381297
42,"Pécs","Accountant","Female",394912.219352317
16,"Debrecen","Accountant","Female",0
34,"Budapest","Driver","Female",343143.642430019
20,"Győr","Manager","Female",181760.937921908
14,"Budapest","Accountant","Male",0
41,"Szombathely","Sales Representative","Female",364933.651212951
48,"Debrecen","Sales Representative","Female",409165.803833775
31,"Budapest","Software Developer","Female",422576.00150718
24,"Pécs","Sales Representative","Male",200502.007384973
33,"Győr","Engineer","Female",313262.846661536
21,"Pécs","Accountant","Female",151277.999984542
48,"Budapest","Engineer","Female",602908.710709376
47,"Miskolc","Accountant","Female",454144.214439486
21,"Budapest","Chef","Male",201747.272625855
33,"Budapest","Accountant","Female",375438.224847869
53,"Szombathely","Software Developer","Female",617034.653201576
38,"Budapest","Manager","Male",534976.444154155
40,"Győr","Software Developer","Male",483298.692615555
45,"Pécs","Engineer","Male",446940.342073264
48,"Eger","Nurse","Male",410067.952993084
54,"Budapest","Chef","Male",617296.138690569
49,"Győr","Nurse","Female",439739.747259788
23,"Győr","Accountant","Female",190274.836449957
36,"Pécs","Engineer","Female",286244.098624025
44,"Budapest","Sales Representative","Female",397953.252392594
39,"Budapest","Software Developer","Female",548502.846062665
14,"Budapest","Sales Representative","Female",0
31,"Budapest","Sales Representative","Female",307909.608363059
52,"Győr","Teacher","Male",481857.296201841
42,"Szeged","Engineer","Male",523882.795675659
22,"Miskolc","Accountant","Male",185696.783759197
43,"Budapest","Teacher","Male",553368.041070475
38,"Debrecen","Sales Representative","Male",348869.137658735
48,"Debrecen","Sales Representative","Male",435782.465465913
65,"Szeged","Manager","Female",587150.494490298
22,"Budapest","Accountant","Female",254342.255326199
34,"Debrecen","Teacher","Male",295008.370541346
38,"Miskolc","Sales Representative","Male",387974.990696075
14,"Eger","Manager","Male",0
40,"Szeged","Teacher","Male",291722.315764752
33,"Miskolc","Teacher","Male",262182.073501042
67,"Pécs","Nurse","Female",519571.720704156
5,"Pécs","Teacher","Female",0
58,"Budapest","Sales Representative","Male",565250.860560557
52,"Budapest","Accountant","Female",501098.661927796
49,"Szeged","Sales Representative","Male",436939.23851479
42,"Debrecen","Sales Representative","Female",377849.963553619
31,"Budapest","Driver","Male",413236.198568211
53,"Debrecen","Engineer","Male",543664.04432322
29,"Győr","Engineer","Female",186171.98589507
48,"Miskolc","Teacher","Female",439860.466412274
45,"Budapest","Accountant","Female",532127.761199074
53,"Debrecen","Doctor","Female",603288.005828759
33,"Győr","Doctor","Male",365684.657067533
33,"Miskolc","Nurse","Male",291538.791929821
44,"Eger","Teacher","Female",339278.914729697
44,"Budapest","Software Developer","Male",575396.156237612
56,"Debrecen","Software Developer","Female",620575.012580918
46,"Debrecen","Accountant","Female",475706.733822299
42,"Miskolc","Accountant","Female",377975.480026789
50,"Pécs","Accountant","Male",433310.088327663
33,"Szombathely","Software Developer","Male",449945.782174119
53,"Budapest","Accountant","Female",616660.581865519
28,"Miskolc","Software Developer","Female",407377.60807103
44,"Miskolc","Software Developer","Female",524625.261559614
20,"Szombathely","Manager","Female",218086.325717255
43,"Budapest","Nurse","Female",538855.222783524
21,"Budapest","Engineer","Female",161412.805088374
37,"Eger","Driver","Male",275387.517764666
19,"Budapest","Software Developer","Male",258209.713002297
32,"Eger","Teacher","Female",298632.008624294
31,"Miskolc","Sales Representative","Female",117423.240795744
47,"Budapest","Teacher","Female",437644.146960724
33,"Debrecen","Doctor","Male",406199.566837678
31,"Miskolc","Sales Representative","Male",225814.895796245
55,"Budapest","Sales Representative","Male",585350.614182089
60,"Szeged","Sales Representative","Female",495454.263998754
53,"Szeged","Sales Representative","Male",542934.441625895
22,"Eger","Accountant","Male",40227.6228754483
55,"Budapest","Teacher","Female",615949.687567014
25,"Miskolc","Chef","Male",137669.332851758
39,"Budapest","Nurse","Male",390201.840703109
49,"Miskolc","Chef","Female",323601.442589613
37,"Pécs","Nurse","Female",375935.176170376
38,"Szombathely","Engineer","Female",330848.856492598
42,"Pécs","Doctor","Female",453369.758970818
45,"Szombathely","Accountant","Female",440267.135899223
45,"Debrecen","Doctor","Female",516656.608304473
19,"Debrecen","Nurse","Female",126408.694003232
38,"Szombathely","Teacher","Male",384970.231249361
43,"Győr","Nurse","Male",369600.974009573
47,"Győr","Software Developer","Male",588247.57357859
36,"Győr","Nurse","Female",260628.483972774
32,"Szeged","Engineer","Female",301560.583102418
24,"Győr","Engineer","Female",81384.769518025
31,"Budapest","Doctor","Female",428745.089017021
39,"Debrecen","Software Developer","Male",587243.023148462
32,"Pécs","Nurse","Female",284372.163145118
47,"Budapest","Engineer","Male",546174.308632175
44,"Eger","Engineer","Male",557701.507511302
21,"Szeged","Engineer","Female",130547.064144726
44,"Szeged","Teacher","Male",459388.666029854
47,"Győr","Chef","Female",380331.581613757
37,"Debrecen","Nurse","Male",427680.272105122
40,"Budapest","Doctor","Male",478858.117695943
35,"Szeged","Teacher","Male",325877.450706282
36,"Miskolc","Nurse","Female",209864.228041511
28,"Szeged","Sales Representative","Female",258952.315479056
45,"Szeged","Engineer","Female",442799.736826513
25,"Budapest","Doctor","Female",340565.908463625
33,"Debrecen","Teacher","Female",275075.345768123
29,"Budapest","Software Developer","Male",420067.501647862
30,"Pécs","Engineer","Male",246153.232039329
36,"Szombathely","Accountant","Male",364358.104709467
34,"Eger","Nurse","Female",184365.279671278
32,"Debrecen","Sales Representative","Male",206825.532803332
37,"Szombathely","Nurse","Female",290019.30898206
21,"Debrecen","Sales Representative","Male",187090.625034303
41,"Budapest","Nurse","Male",496931.968620649
48,"Győr","Teacher","Female",385739.864367644
25,"Debrecen","Accountant","Female",207005.137102458
23,"Szombathely","Engineer","Male",159919.254050193
67,"Debrecen","Manager","Female",662276.895396695
43,"Budapest","Software Developer","Male",703890.572338706
41,"Budapest","Engineer","Male",546740.474779717
38,"Szeged","Nurse","Male",395383.247990608
46,"Pécs","Accountant","Male",452854.041659712
40,"Budapest","Teacher","Female",488693.960145136
33,"Debrecen","Teacher","Female",348307.187179091
35,"Szeged","Driver","Female",350263.347925424
36,"Győr","Accountant","Male",440236.757386808
36,"Szombathely","Accountant","Male",369109.725056795
31,"Budapest","Doctor","Female",477262.067635737
53,"Szombathely","Nurse","Female",475521.680313196
41,"Szeged","Sales Representative","Male",432003.732161824
31,"Szeged","Teacher","Female",326716.656813952
47,"Pécs","Manager","Female",521897.075337859
44,"Debrecen","Engineer","Male",463537.16489688
38,"Budapest","Sales Representative","Male",390815.010245495
45,"Budapest","Software Developer","Male",609692.166318658
29,"Budapest","Software Developer","Female",425241.256783475
38,"Budapest","Software Developer","Male",535884.843360236
28,"Pécs","Driver","Female",153249.814784188
26,"Budapest","Engineer","Male",315046.555975998
36,"Budapest","Manager","Female",470319.437000081
42,"Szeged","Driver","Female",341500.603186972
29,"Budapest","Sales Representative","Male",336042.490217672
38,"Budapest","Software Developer","Female",577619.699782132
18,"Budapest","Accountant","Male",174888.450094231
35,"Miskolc","Teacher","Female",420522.749838274
54,"Budapest","Software Developer","Male",646937.134443045
26,"Miskolc","Teacher","Male",265382.727578481
26,"Szeged","Teacher","Female",278071.932286431
37,"Budapest","Teacher","Male",386815.539532132
46,"Pécs","Teacher","Female",430072.67723588
55,"Szeged","Teacher","Female",511957.151284768
72,"Pécs","Nurse","Male",30042.8942466829
50,"Győr","Chef","Female",457066.194519791
48,"Eger","Driver","Female",385646.404719928
64,"Budapest","Teacher","Female",686706.23252883
36,"Budapest","Sales Representative","Female",370743.800671885
37,"Budapest","Nurse","Male",414514.66222511
43,"Eger","Software Developer","Female",517591.010865974
23,"Győr","Software Developer","Female",301226.860820969
18,"Debrecen","Teacher","Female",162295.85396284
62,"Szombathely","Accountant","Male",543538.675613379
33,"Szombathely","Software Developer","Female",362231.948412458
35,"Eger","Driver","Female",290567.883175756
28,"Budapest","Nurse","Male",349287.490260237
42,"Miskolc","Sales Representative","Female",350926.82090446
47,"Budapest","Engineer","Female",474974.537548548
37,"Budapest","Doctor","Female",396466.003621654
40,"Szombathely","Accountant","Male",318656.202713896
51,"Budapest","Manager","Male",596384.936018911
40,"Debrecen","Accountant","Male",435586.818423893
33,"Budapest","Chef","Female",276952.342107769
39,"Pécs","Sales Representative","Male",245570.177912399
30,"Győr","Accountant","Male",237548.715710133
41,"Budapest","Manager","Male",552360.010453009
29,"Miskolc","Engineer","Male",283530.878742887
57,"Budapest","Engineer","Female",525587.078580169
10,"Debrecen","Driver","Male",0
45,"Debrecen","Teacher","Male",444527.99962601
34,"Budapest","Sales Representative","Male",429723.156335755
64,"Budapest","Sales Representative","Male",666196.101769818
37,"Győr","Accountant","Female",326332.346722688
46,"Miskolc","Engineer","Male",445295.197319822
45,"Pécs","Nurse","Male",338862.700764139
43,"Szeged","Accountant","Male",416772.709818805
46,"Pécs","Accountant","Female",352409.297081191
64,"Miskolc","Accountant","Female",537960.643023889
51,"Budapest","Manager","Female",574673.75433401
42,"Budapest","Accountant","Female",467511.949615622
61,"Pécs","Accountant","Male",540661.970081006
47,"Budapest","Accountant","Female",511008.357049704
48,"Budapest","Teacher","Female",484798.0607972
55,"Debrecen","Accountant","Male",563169.571015866
42,"Miskolc","Engineer","Female",486193.743083402
49,"Miskolc","Software Developer","Female",537233.062564897
37,"Pécs","Accountant","Female",312073.211652799
41,"Szeged","Sales Representative","Female",321023.266072792
40,"Budapest","Engineer","Female",597309.457646779
32,"Budapest","Manager","Female",434633.173549206
64,"Pécs","Sales Representative","Male",440870.000761222
33,"Budapest","Doctor","Male",376906.547461723
36,"Budapest","Nurse","Female",424028.253344213
56,"Szeged","Nurse","Male",559726.581107332
40,"Miskolc","Doctor","Male",468259.238166281
54,"Budapest","Engineer","Female",608304.425162538
33,"Eger","Teacher","Female",287608.671453071
40,"Budapest","Engineer","Male",469084.630486268
37,"Debrecen","Sales Representative","Male",421732.502393673
28,"Debrecen","Accountant","Female",245988.157125953
36,"Budapest","Software Developer","Male",513849.580730823
32,"Szombathely","Chef","Male",268104.550440291
50,"Budapest","Sales Representative","Male",550695.597228118
37,"Szeged","Accountant","Male",427620.620757287
39,"Budapest","Accountant","Male",427400.569437826
30,"Debrecen","Doctor","Male",425926.388552912
43,"Győr","Driver","Male",382152.860416988
21,"Debrecen","Sales Representative","Male",112171.378836364
5,"Budapest","Sales Representative","Male",0
63,"Szombathely","Sales Representative","Male",484984.503267188
49,"Budapest","Sales Representative","Male",530218.050403416
48,"Budapest","Accountant","Male",463839.862412991
13,"Győr","Nurse","Female",0
48,"Budapest","Doctor","Female",521258.326621099
46,"Szeged","Engineer","Female",448184.341261583
